rom1161; 20.02.2012; Tagungen; Tagungsausschreibung; CfP: Simposio sobre Relaciones espaciales alemán /español / inglés; Spanisch; Sprachwissenschaft; 
rom0987; 01.10.2011; Tagungen; Tagungsausschreibung; CfP: Linguistique contrastive français-allemand (nouvelle date limite); Französisch Sprachenübergreifend; Sprachwissenschaft; 
rom2125; 10.07.2011; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben 100% (Fachdidaktik der romanischen Sprachen); Französisch Weitere romanische Sprachen; Didaktik; 
rom0513; 15.04.2013; Weitere Informationen; Studium; Ausschreibung: Promotion an der Graduate School Practices of Literature; Französisch Italienisch Spanisch Sprachenübergreifend; Literaturwissenschaft; 
rom0332; 07.05.2012; Stellen; Wissenschaftliche Stelle; Akademische Rätin/Akademischer Rat (Romanische Sprachwissenschaft 100%); Französisch Spanisch; Sprachwissenschaft; 
rom0960; 03.02.2012; Tagungen; Tagungsausschreibung; CfP: « Le passage » / « Der Übergang »; Französisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0047; 27.10.2011; Stellen; Stipendium; 10 Promotionsstipendien: Friedrich Schlegel Graduiertenschule für literaturwissenschaftliche Studien; Sprachenübergreifend; Literaturwissenschaft; 
rom3323; 07.03.2013; Stellen; Professur; W 3-Professur für Medienkulturwissenschaft; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom2883; 16.04.2012; Weitere Informationen; Allgemeine Mitteilung; Sardisch-Kurs ; Weitere romanische Sprachen; Sprachpraxis; 
rom0825; 01.09.2010; Tagungen; Tagungsausschreibung; CfP: Ethics in Romanian Cinema; Weitere romanische Sprachen; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom2697; 10.06.2009; Stellen; Professur; Professor/in Lehrgebiet: Fachübersetzen Spanisch; Spanisch; Sprachwissenschaft; 
rom3108; 07.07.2012; Tagungen; Tagungsprogramm; The (Modern) Concept of Intoxication / Rausch: Heterogeneous Mappings; Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2223; 16.07.2009; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben: Romanistische Sprachwissenschaft (50%); Französisch Italienisch Spanisch; Sprachwissenschaft; 
rom3441; 12.09.2013; Stellen; Professur; W3-Universitätsprofessur für Spanische Literatur- und Kulturwissenschaft im europäischen Kontext; Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft Didaktik; 
rom0961; 24.03.2011; Tagungen; Tagungsausschreibung; CfP: Le roman migrant contemporain au Québec et en Scandinavie : performativité conflits signifiants et créolisation; Französisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2945; 30.04.2008; Tagungen; Sonstige Veranstaltung; Sommerseminar: Kunst der Macht - Macht der Kunst. Musik Architektur und Literatur unter Urban VIII. (1568-1644); Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1146; 22.01.2014; Tagungen; Tagungsausschreibung; CfP: Sektion Sprachgebrauch im Kontext beim 15. Kongress des Lateinamerikanischen Germanistenverbandes (ALEG); Portugiesisch Spanisch Sprachenübergreifend; Sprachwissenschaft; 
rom3488; 10.01.2011; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in (Französische Literaturwissenschaft ggf Ital. bzw Span. 50%); Französisch Italienisch Spanisch; Literaturwissenschaft; 
rom2678; 16.03.2009; Stellen; Professur; Professeur de syntaxe à Strasbourg; Französisch; Sprachwissenschaft; 
rom0748; 11.04.2011; Tagungen; Tagungsausschreibung; CfP: Conference announcement and CfP 4th International Adriatic-Ionian Conference ACROSS LANGUAGES AND CULTURES; Französisch Italienisch Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik; 
rom2725; 21.07.2011; Stellen; Professur; Professur für Translationswissenschaft; Sprachenübergreifend; Sprachwissenschaft; 
rom0459; 26.10.2010; Tagungen; Sonstige Veranstaltung; Associazione Docenti d'Italiano - Veranstaltungen; Italienisch; Literaturwissenschaft Weitere Teilbereiche; 
rom0500; 15.10.2013; Weitere Informationen; Studium; Ausschreibung Doktoratsprogramm Romanistik 2014 Universität Zürich; Französisch Italienisch Portugiesisch Spanisch; Literaturwissenschaft Sprachwissenschaft; 
rom2502; 14.06.2011; Tagungen; Tagungsprogramm; Nachwuchsworkshop der Society of Caribbean Research (SoCaRe) Performing Emotions in the Caribbean: Kulturproduktionen der Karibik im 20. und 21. Jahrhundert; Französisch Spanisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3483; 17.07.2011; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in Fachdidaktik Romanistik (Französisch / Spanisch 100% oder 2x 50%); Französisch Spanisch; Didaktik; 
rom0294; 30.10.2012; Tagungen; Sonstige Veranstaltung; 9. Interkultureller Praxis und Alumnitag in Saarbrücken; Sprachenübergreifend; ; 
rom3754; 31.10.2008; Weitere Informationen; Allgemeine Mitteilung; Zs.: Transversal. Multilingual webjournal. Oktober 2008: Gespräche zur Übersetzung; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom1233; 07.11.2013; Tagungen; Tagungsausschreibung; CfP: Verstehen und Verständigung - 14. Internationalen Kongress der Deutschen Gesellschaft für Semiotik (DGS)  - Sektion Semiotik und Hermeneutik; Französisch Sprachenübergreifend; Literaturwissenschaft; 
rom1718; 28.11.2012; Tagungen; Tagungsprogramm; Graciáns Künste - Workshop; Spanisch; Literaturwissenschaft; 
rom1750; 01.03.2013; Stellen; Wissenschaftliche Stelle; Hochschuldozentur Romanische Sprachwissenschaft; Französisch Spanisch; Sprachwissenschaft; 
rom3692; 14.05.2012; Tagungen; Tagungsprogramm; Workshop: Politics of Interpretation: (Con)Text and Power; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0787; 12.06.2010; Tagungen; Tagungsausschreibung; CfP: Deutsch-französische Sommerschule: Musik Einwanderung kulturelle Diversität. Weltmusik als Ideal in einer pluralistischen Gesellschaft; Französisch Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3730; 04.07.2008; Weitere Informationen; Allgemeine Mitteilung; Zs.: Iberoamericana. América latina - España - Portugal VIII (2008) 30; Portugiesisch Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0094; 21.02.2008; Tagungen; Tagungsausschreibung; 17. Deutscher Hispanistentag: CfP für die Sektionen; Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom0791; 13.07.2009; Tagungen; Tagungsausschreibung; CfP: Deutsch-iberische Tagung zur kontrastiven Linguistik: Contrastivica 2009; Portugiesisch Spanisch; Sprachwissenschaft; 
rom0587; 13.11.2012; Tagungen; Tagungsprogramm; Byzanz und das Abendland / Byzance et l'Occident  - Internationale Konferenz; Französisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0676; 30.07.2012; Tagungen; Tagungsausschreibung; CfP: 27e Congrès international de Linguistique et de Philologie romanes; Sprachenübergreifend; Literaturwissenschaft; 
rom2893; 03.12.2011; Tagungen; Tagungsausschreibung; CfP: Segundo Coloquio Internacional «Nuevas Narrativas Mexicanas: Desde la diversidad»; Französisch; Literaturwissenschaft; 
rom2243; 14.01.2010; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben (Spanische und Portugiesische Sprachwissenschaft); Portugiesisch Spanisch; Sprachwissenschaft; 
rom1494; 21.06.2012; Stellen; Wissenschaftliche Stelle; Drei Computerlinguisten/-innen; Sprachenübergreifend; Sprachwissenschaft Weitere Teilbereiche; 
rom3515; 19.08.2010; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in: Rhetorik der Verunsicherung - Muster negativer Affekt-Strategien u. ihre persuasive Funktion (Exzellenzclusters 302 Languages of Emotion); Sprachenübergreifend; Sprachwissenschaft; 
rom2796; 15.06.2011; Weitere Informationen; Studium; Promotionsstudiengang Sprache - Literatur - Gesellschaft; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3757; 24.10.2008; Weitere Informationen; Allgemeine Mitteilung; Zs.: Variations 16 (2008): translatio; Französisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1386; 17.05.2010; Weitere Informationen; Allgemeine Mitteilung; Deutsch-französischer Schreibworkshop für Doktorand/inn/en (Berlin); Französisch Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3055; 26.07.2012; Tagungen; Tagungsbericht; Tagungsbericht: Vom Vergleich zur Verflechtung: Deutschland und Frankreich im 20. Jahrhundert; Französisch Sprachenübergreifend; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3372; 03.03.2011; Stellen; Professur; W2-Professur für Romanische Sprachen; Französisch Weitere romanische Sprachen; Sprachwissenschaft; 
rom2364; 05.03.2012; Weitere Informationen; Allgemeine Mitteilung; Lesung: Juan Pedro Aparicio/Luis Mateo Díez/José María Merino - Worte im Schnee. Ein Filandón; Spanisch; Literaturwissenschaft; 
rom0895; 19.04.2010; Tagungen; Tagungsausschreibung; CfP: Int. Conference Jewish Identities in Contemporary Europe; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom1468; 23.12.2010; Stellen; Wissenschaftliche Stelle; Doktorandenstelle (Sprachwissenschaft TVL E-13 50%); Spanisch Weitere romanische Sprachen; Sprachwissenschaft; 
rom3351; 11.08.2011; Stellen; Professur; W2-Professur für Allgemeine und Vergleichende Literaturwissenschaft; Sprachenübergreifend; Literaturwissenschaft; 
rom2899; 28.01.2013; Tagungen; Sonstige Veranstaltung; Semaine de la langue française et de la francophone; Französisch; ; 
rom1775; 30.11.2012; Tagungen; Tagungsprogramm; Il Convivio - der Florentiner Dante verbannt an den Höfen Italiens. Rekonstruktionen zu Dantes sozialhistorischem und dichterischem Umfeld; Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1218; 08.03.2013; Tagungen; Tagungsausschreibung; CfP: «Umana cosa è aver compassione degli afflitti...»:  raccontare consolare curare nella narrativa europea da Boccaccio al Seicento; Italienisch; Literaturwissenschaft; 
rom1135; 10.01.2011; Tagungen; Tagungsausschreibung; CfP: Sektion L-IV Pathos - zwischen Passion und Phobie. Schmerz und Schrecken in den romanischen Literaturen seit dem 19. Jahrhundert beim XXXII. Deutschen Romanistentag (Erinnerung); Französisch Italienisch Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0120; 03.07.2009; Stellen; Nichtwissenschaftliche Stelle; 2 Mitarbeiter/innen im Referat Lateinamerika; Spanisch Sprachenübergreifend; Weitere Teilbereiche; 
rom2433; 15.06.2012; Weitere Informationen; Studium; Masterstudiengang Italienstudien LMU München; Italienisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis; 
rom3507; 05.08.2010; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in Medientheorie/-archäologie (2/3); Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom1078; 28.11.2010; Tagungen; Tagungsausschreibung; CfP: Romanistentag 2011 in Berlin Sektion T-II: America Romana; Französisch Portugiesisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2592; 23.09.2011; Stellen; Stipendium; PhD Research Studentship The British Traveller in France and/or Italy; Französisch Italienisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0480; 15.05.2008; Tagungen; Tagungsausschreibung; Aufruf zur Sektionenbildung zum XXXI. Romanistentag des DRV: Romanistik – Beruf und Berufung; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche; 
rom2828; 21.07.2011; Stellen; Nichtwissenschaftliche Stelle; Referentin/Referenten: Mittel- und Südamerika (Alexander von Humboldt-Stiftung); Sprachenübergreifend; ; 
rom1925; 09.06.2010; Tagungen; Tagungsprogramm; KartenWissen: Territoriale Räume zwischen Bild und Diagramm; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0387; 30.12.2010; Weitere Informationen; Allgemeine Mitteilung; Anneliese Maier-Forschungspreis der Alexander von Humboldt-Stiftung; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2680; 01.06.2011; Stellen; Professur; Professeur en théorie de la littérature française et francophone; Französisch; Literaturwissenschaft; 
rom2634; 16.09.2010; Stellen; Wissenschaftliche Stelle; PostDocstelle (100%): International Research Network for Social Economic Empowerment Afrika und Lateinamerika (Siemens Stiftung / zeppelin univeristy); Portugiesisch Spanisch; Medien-/Kulturwissenschaft; 
rom1657; 15.11.2012; Stellen; Wissenschaftliche Stelle; French and Francophone Studies Research Fellow; Französisch; Medien-/Kulturwissenschaft; 
rom0702; 27.05.2010; Tagungen; Tagungsausschreibung; CfP: Alberto Moravia: nuovi approcci per il terzo millennio; Italienisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0940; 14.02.2011; Tagungen; Tagungsausschreibung; CfP: La perception des accents du français hors de France; Französisch; Sprachwissenschaft; 
rom3558; 09.07.2013; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiterstelle (romanistische Sprachwissenschaft und Fachdidaktik Französisch); Französisch; Sprachwissenschaft Didaktik; 
rom2004; 08.10.2008; Tagungen; Tagungsprogramm; Lebensgeschichten erzählen. Zu einer Narratologie des Biographischen in der modernen Literatur; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1439; 04.02.2011; Stellen; Wissenschaftliche Stelle; Direktor/in/ des Sprachenzentrums ; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom3634; 15.11.2011; Stellen; Wissenschaftliche Stelle; 2 Wissenschaftliche/r Mitarbeiter/innen im Bereich Literaturwissenschaft: Französisch und Italienisch (je 50%); Französisch Italienisch; Literaturwissenschaft; 
rom2748; 15.09.2011; Stellen; Professur; Professur (W2) für Romanistik Schwerpunkt Linguistik; Französisch Weitere romanische Sprachen; Sprachwissenschaft; 
rom2117; 21.01.2010; Stellen; Nichtwissenschaftliche Stelle; Lehrkraft für bes. Aufgaben: Didaktik der romanischen Sprachen (Französisch ggf. Spanisch 50%); Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen; Didaktik; 
rom3322; 05.08.2010; Stellen; Professur; W 3-Professur für Allgemeine Sprachwissenschaft; Sprachenübergreifend; Sprachwissenschaft; 
rom2914; 05.08.2010; Stellen; Wissenschaftliche Stelle; Senior Lecturer / Lecturer in Hispanic Studies (Latin American studies); Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1871; 27.10.2011; Tagungen; Tagungsprogramm; Journée d’études - Interculturalité en temps de guerre. Littérature médias et mémoires; Französisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2635; 16.12.2013; Stellen; Wissenschaftliche Stelle; Postdoctoral fellowship fixed term 6 months; Französisch Sprachenübergreifend; Sprachwissenschaft; 
rom3308; 06.12.2012; Stellen; Professur; W 1-Juniorprofessur für Medien in Afrika; Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom0678; 24.10.2011; Tagungen; Tagungsausschreibung; CfP: 3. Europäische Tagung für Mehrsprachigkeit: Sprachen ohne Grenzen: Die Mehrsprachigkeit; Sprachenübergreifend; Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom2806; 30.11.2007; Tagungen; Tagungsausschreibung; Proust und der Körper; Französisch; Literaturwissenschaft; 
rom2588; 25.07.2011; Stellen; Stipendium; PhD Funding Opportunities Entry 2011/12; Französisch Italienisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0314; 31.01.2008; Stellen; Wissenschaftliche Stelle; Akad. Mitarbeiterstelle am Exzellenzcluster Kulturelle Grundlagen von Integration; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2212; 15.03.2012; Stellen; Nichtwissenschaftliche Stelle; Lehrkraft für besondere Aufgaben mit der Kombination Spanisch/Englisch (Wirtschaftsfremdsprachen); Spanisch; Sprachpraxis; 
rom0437; 14.04.2011; Stellen; Wissenschaftliche Stelle; Assistent/in der Direktorin des ZfL; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom1095; 21.11.2011; Tagungen; Tagungsausschreibung; CfP: Sektion 12 Laienlinguistik im frankophonen Internet Frankoromanistentag 2012; Französisch; Sprachwissenschaft; 
rom3167; 06.05.2011; Stellen; Wissenschaftliche Stelle; Universitätsassistent/in (post doc) im Bereich französische und spanische Literatur- und Medienwissenschaft; Französisch Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0125; 22.11.2007; Stellen; Wissenschaftliche Stelle; 2 Postdoc Fellowships in Linguistics; Sprachenübergreifend; Sprachwissenschaft; 
rom0472; 11.03.2010; Tagungen; Tagungsausschreibung; Aufruf zur Beteiligung an den Sektionen: Hispanistentag 2011 in Passau; Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik; 
rom2903; 01.07.2011; Stellen; Wissenschaftliche Stelle; Senior Lecturer 50% (Landeskunde Spanisch); Spanisch; Medien-/Kulturwissenschaft Sprachpraxis; 
rom3160; 27.12.2013; Stellen; Wissenschaftliche Stelle; Universitätsassistent/in Literaturwissenschaft/Kulturwissenschaft; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom3633; 03.06.2013; Stellen; Wissenschaftliche Stelle; Wissenschaftliche/r Mitarbeiter/in Iberische Studien; Portugiesisch Spanisch; Medien-/Kulturwissenschaft; 
rom2085; 20.04.2011; Stellen; Wissenschaftliche Stelle; Lectureship in 20th-21st- Century French/Francophone Studies; Französisch; Literaturwissenschaft; 
rom0976; 31.03.2012; Tagungen; Tagungsausschreibung; CfP: Les tendances actuelles de la création calligrammatique. Colloque international; Französisch Sprachenübergreifend; Literaturwissenschaft; 
rom0992; 09.03.2013; Tagungen; Tagungsausschreibung; CfP: Los diccionarios de alemán: evolución y nuevas perspectivas / Die Wörterbücher des Deutschen: Evolution und Ausblick; Spanisch Weitere romanische Sprachen; Sprachwissenschaft; 
rom1089; 28.01.2012; Tagungen; Tagungsausschreibung; CfP Second Language Research Forum 2012 “Building Bridges Between Disciplines: SLA in Many Contexts”; Sprachenübergreifend; Sprachwissenschaft; 
rom1552; 21.04.2011; Stellen; Stipendium; EURIAS Fellowship Programme; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1689; 21.07.2012; Tagungen; Tagungsprogramm; GEIST UND GELD. 89. Jahrestagung der Deutschen Dante-Gesellschaft (Konstanz 2012); Italienisch; Literaturwissenschaft; 
rom2445; 24.08.2012; Stellen; Nichtwissenschaftliche Stelle; Mediengestalterin / Mediengestalter; Portugiesisch Spanisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0867; 07.11.2010; Weitere Informationen; Allgemeine Mitteilung; CfP Hemisphere: Visual Cultures of the Americas; Portugiesisch Spanisch Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom2295; 07.02.2008; Stellen; Nichtwissenschaftliche Stelle; Lektorat für Wirtschaftsspanisch; Spanisch; Sprachpraxis; 
rom0033; 24.06.2011; Stellen; Stipendium; 10 Forschungsstip. fuer Doktoranden und 2 Forschungsstip. fuer internationale Postdocs; Sprachenübergreifend; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1878; 21.05.2013; Tagungen; Tagungsprogramm; Julien Green neuaufgelegt. Sein Werk in der Übersetzung; Französisch; Literaturwissenschaft; 
rom1532; 02.07.2009; Stellen; Stipendium; Erinnerung: Stipendien für (Post-)Doktoranden im Programm Texte. Zeichen. Medien; Französisch Portugiesisch Spanisch Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0160; 08.03.2012; Stellen; Nichtwissenschaftliche Stelle; 2 x Lecturers in Spanish; Spanisch; Sprachpraxis; 
rom3060; 03.03.2009; Tagungen; Tagungsprogramm; Tagungsprog.: Mediating Ethnic Identities in the Americas: Ethnic Filmmaking and Film Politics in Globalizing Markets; Französisch Portugiesisch Spanisch; Medien-/Kulturwissenschaft; 
rom1559; 14.05.2012; Tagungen; Tagungsausschreibung; Europäische Sommeruniversität Leipzig: Kulturen & Technologien ; Französisch Italienisch Portugiesisch Spanisch Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0656; 30.06.2010; Tagungen; Tagungsausschreibung; CfP: 1. Bochumer Nachwuchsworkshop für MediterranistInnen; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3046; 04.10.2010; Tagungen; Tagungsprogramm; Tage der Sprachen im Ruhrgebiet; Sprachenübergreifend; Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom2917; 31.10.2012; Stellen; Wissenschaftliche Stelle; Senior Scientist  (wissenschaftliche Angestellte/ wissenschaftlicher Angestellter ohne Doktorat; Französisch Italienisch Spanisch; Literaturwissenschaft; 
rom3146; 31.05.2010; Weitere Informationen; Allgemeine Mitteilung; Umfrage zum Open-Access-Publizieren; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik; 
rom0491; 14.10.2009; Weitere Informationen; Studium; Ausschreibung der Graduate School Practices of Literature (Münster); Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom3530; 24.03.2011; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in (Sprachwissenschaft Frz./Ital. 50%); Französisch Italienisch; Sprachwissenschaft; 
rom1983; 09.06.2011; Stellen; Nichtwissenschaftliche Stelle; Language Assistant French; Französisch; Sprachpraxis; 
rom1094; 11.12.2013; Tagungen; Tagungsausschreibung; CfP: Sektion 11 Envisager la face - die vielen Facetten des Gesichts Frankoromanistentag 2014; Französisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom3698; 04.05.2011; Tagungen; Tagungsprogramm; « WORT MACHT STAMM » - Rassismus und Determinismus in der Philologie des 19. Jahrhunderts; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom0560; 08.12.2011; Stellen; Wissenschaftliche Stelle; Bis zu 3 ganze Stellen (Research-Team-Stellen) als Wissenschaftliche/r Mitarbeiterin/Mitarbeiter (ggf. Postdoc-Stipendien); Sprachenübergreifend; Medien-/Kulturwissenschaft; 
rom1927; 20.06.2011; Weitere Informationen; Allgemeine Mitteilung; Katalanische Sommerschule 2011; Weitere romanische Sprachen; Medien-/Kulturwissenschaft Sprachpraxis Weitere Teilbereiche; 
rom2193; 26.02.2009; Stellen; Wissenschaftliche Stelle; Lehrkraft für besondere Aufgaben im Fach Romanistik/Linguistik (span. französ. 50%); Französisch Spanisch; Sprachwissenschaft; 
rom3468; 19.09.2013; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/-in (EG 13 TV-H) - Didaktik des Spanischen; Spanisch; Didaktik; 
rom1227; 26.01.2012; Tagungen; Tagungsausschreibung; CfP V. Forschungstag Frankreich und Frankophonie; Französisch; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom1088; 01.08.2012; Tagungen; Tagungsausschreibung; CfP: Sección: La investigación histórica y la historia de la lengua: Español y portugués en contacto con otras lenguas XIX Congreso de la Asociación Alemana de Hispanistas; Portugiesisch Spanisch Sprachenübergreifend; Sprachwissenschaft; 
rom1994; 20.10.2013; Tagungen; Tagungsprogramm; Law and Literature. Possibilities and Boundaries of Inter- and Transdisciplinarity; Sprachenübergreifend; Literaturwissenschaft; 
rom2296; 30.11.2012; Stellen; Nichtwissenschaftliche Stelle; Lektorat Spanisch für Juristen (05 Stelle); Spanisch; Sprachpraxis; 
rom3414; 18.01.2008; Stellen; Professur; W3-Professur für Romanische Sprach- und Medienwissenschaft; Französisch Spanisch; Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom0166; 15.06.2011; Tagungen; Sonstige Veranstaltung; 20 Jahre Weimarer Dreieck; Französisch Sprachenübergreifend; Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom3041; 26.09.2013; Tagungen; Symposium: Wirklichkeit Figura und ästhetischer Ausdruck in Erich Auerbachs Mimesis; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2953; 12.04.2012; Stellen; Nichtwissenschaftliche Stelle; Sprachassistentenstelle; Französisch Sprachenübergreifend; Sprachpraxis; 
rom1474; 17.11.2009; Stellen; Wissenschaftliche Stelle; Doktorandenstellen (50%) und -plätze im Promotionsstudiengang „Literaturwissenschaft“; Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen; Literaturwissenschaft; 
rom1099; 04.12.2013; Tagungen; Tagungsausschreibung; CfP: Sektion 15 Multipolarität und Mehrsprachigkeit Frankoromanistentag 2014; Französisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom0284; 17.02.2013; Stellen; Wissenschaftliche Stelle; 8 Stellen für wissenschaftliche Mitarbeiterinnen/wissenschaftliche Mitarbeiter am Graduiertenkolleg 1787 „Literatur und Literaturvermittlung im Zeitalter der Digitalisierung; Französisch Italienisch Portugiesisch Spanisch Sprachenübergreifend; Literaturwissenschaft; 
rom1860; 05.09.2012; Tagungen; Tagungsprogramm; Jean-Jacques Rousseau - Im Bann der Institutionen; Französisch; Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche; 
rom1180; 17.02.2011; Weitere Informationen; Studium; CfP Studierendenkongress der Komparatistik 2011 Bonn; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom3116; 25.08.2012; Tagungen; Tagungsprogramm; Tintenfass und Teleskop. Galileo Galilei im Schnittpunkt wissenschaftlicher literarischer und visueller Kulturen im europäischen 17. Jahrhundert; Sprachenübergreifend; Literaturwissenschaft Medien-/Kulturwissenschaft; 
rom2787; 18.12.2008; Stellen; Stipendium; Promotionsstipendien „Anfänge (in) der Moderne“; Sprachenübergreifend; Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft; 
rom3508; 04.02.2011; Stellen; Wissenschaftliche Stelle; Wiss. Mitarbeiter/in mit fast ausschließlicher Lehrtätigkeit für Didaktik der romanischen Sprachen (E13 TV-G-U halbtags); Französisch Italienisch Spanisch; Didaktik; 
rom1450; 26.12.2012; Stellen; Wissenschaftliche Stelle; Dissertationsstelle Frz. Linguistik (Ersatz 50%) - Univ. Innsbruck; Französisch; Sprachwissenschaft; 
rom1270; 17.06.2013; Tagungen; Tagungsausschreibung; CfP: XVII Coloquio Anglogermano sobre Calderón: Figuras del bien y del mal. La construcción cultural de la masculinidad y de la feminidad en el teatro calderoniano; Spanisch; Literaturwissenschaft Medien-/Kulturwissenschaft; 
